,Water_Runoff,Coastal,Landslide,Storm_Surface,Riverine,Precipitation,Evapotranspiration,Skin_Reservoir,Evaporation,Soil_Temperature,Radiative_Temperature,Soil_Water,LeafArea,Soil_Level,Latent_Heat,Soil_Level,Soil_Heat,Wind_Speed,Soil_Moisture,Surface_Pressure,Vapor_Pressure,Groundwater_Runoff,Sensible_Heat,Humidity,Dew,Density,Heatwave,Water_Deficit,Surface_Air,Temperature,Food,Battles,Explosions/Remote violence,Protests,Riots,Strategic developments,Violence against civilians,total_event_types,"fatalities, Battles","fatalities, Explosions/Remote violence","fatalities, Protests","fatalities, Riots","fatalities, Strategic developments","fatalities, Violence against civilians","total_fatalities, "
51,-6.7299767,8.002923,106.45512,0.7263361,3.5910459,2.1482306,-4.9870405,-1.0534325,2.959309,-5.8670235,1.4567431,3.9317799,-7.537802,-4.097369,-11.100972,-4.097369,-11.906041,-0.6016747,-3.8016927,-10.465787,-9.11836,4.4367213,-3.9966102,10.526787,3.223215,-149.34872,13.167304,-4.142531,-3.7764263,-3.3970497,-7.880719e+36,0,1,2,0,0,1,4,0,0,0,0,0,0,0
52,-6.718269,1.4210033,105.83087,-3.471757,-4.016524,2.1211991,-6.973153,-0.8610619,3.9010262,-7.120707,-2.9361339,3.3637009,-7.838148,-3.8852289,-8.161896,-3.8852289,-5.714425,-0.46293357,9.832373,-10.935374,-9.472721,15.132618,-10.466059,10.783275,3.4811423,-151.70322,11.215247,-3.328885,-3.5076616,-4.014467,-7.880719e+36,14,26,31,5,19,9,104,7,12,0,2,0,6,27
53,-4.5892353,3.4459405,-23.907608,-8.052783,0.42542294,3.8280437,-4.541853,0.052231643,-10.059728,-2.6978981,-1.2868502,6.121107,4.8372955,3.794038,-12.281528,3.794038,3.8329418,-2.0983908,-7.313897,-0.73821187,-2.2039924,-12.154406,-1.6662127,7.955823,10.79605,-144.16707,3.941003,3.0574539,-7.6724076,0.13750143,-4.887502e+21,8,5,1,1,2,4,21,7,2,0,0,0,3,12
54,-7.234943,0.6255678,-29.575863,-6.5361648,2.1335437,3.0157807,-5.6079116,-2.366556,3.8605256,-6.4641337,-2.8959656,4.466391,0.59996635,-2.8774028,-12.94818,-2.8774028,-9.803469,-0.15429494,-11.621142,-9.791455,-8.98637,2.4112844,-4.700551,7.9701505,4.054109,-162.6596,17.701025,-4.999801,-4.689243,-4.192464,-7.880719e+36,1,0,0,0,1,0,2,2,0,0,0,0,0,2
55,-8.698454,9.801432,-29.580267,-12.349913,5.3783703,7.8189936,-12.506043,-1.5198116,-13.267623,-4.811209,-3.9339728,2.2328632,-3.6551013,-5.9945693,-13.097414,-5.9945693,11.175702,-8.844472,-6.2193804,-8.682023,-3.4943748,-8.207359,-9.500327,12.243446,5.0476875,-163.23431,-1.3534237,-6.620296,-5.095825,-5.1538396,-7.880719e+36,1,0,23,2,0,2,28,0,0,0,0,0,0,0
56,-7.179356,-8.02503,-29.57575,-9.499447,-10.300781,6.0943146,-6.8106074,-3.689823,-9.831174,-7.6678104,-3.9636488,2.5887907,0.004923128,-1.2734433,-9.724156,-1.2734433,10.394988,-5.73534,-5.1177983,13.762786,-6.4937572,-8.361408,-8.768844,6.8611593,-0.673124,-145.11557,-0.33068728,-6.2888308,-7.0769663,-9.280225,-7.880719e+36,0,0,1,0,0,1,2,0,0,0,0,0,7,7
57,-0.32289487,4.593167,-31.12031,-0.85962856,-3.0739696,-3.7880936,-2.3129492,-0.81560755,-11.033405,-8.708267,-7.404476,7.673349,-3.240952,0.022224993,-13.792297,0.022224993,-9.2382555,8.895505,-10.286595,-1.9732703,-6.540199,1.8077804,-2.7169545,1.9146825,-0.8569029,-137.62389,0.9501453,-0.32808158,-8.952503,-0.871516,-5.02304e+21,21,18,170,23,12,45,289,19,0,1,7,0,26,53
58,7.4582696,16.685593,-22.430891,9.610661,9.884612,-5.4528847,1.7235836,4.2761083,-0.15631247,3.6363199,5.2809086,-2.6098382,6.9991198,6.753806,1.82563,6.753806,-7.4360356,1.7696155,2.303908,3.30651,3.844412,5.3881874,6.6560683,6.9884763,-1.2291375,-151.44873,-3.0214777,5.2047033,4.0745425,6.2020454,-7.880719e+36,31,67,18,4,61,26,207,71,45,0,0,0,31,147
59,0.52023584,-8.025096,-24.849422,1.9839336,-10.301191,-2.413544,0.82843107,-7.304459,-5.6639047,0.71362627,4.25947,-1.4616531,-8.3647375,2.230011,0.570303,2.230011,-7.5046782,0.6093696,0.23194185,2.6811993,3.787653,4.753471,5.3596244,8.918884,0.5990161,-161.8234,5.864066,3.786177,3.0697591,3.1876283,-7.880719e+36,4,2,0,0,0,0,6,3,0,0,0,0,0,3
60,-4.7332945,8.088509,105.83596,-8.386724,3.6216502,1.7460303,-5.0931306,-6.438057,2.7253587,-2.5238912,-1.6497868,3.492078,4.57989,-3.4904683,-12.024169,-3.4904683,8.081153,-2.4638877,-7.1440005,-3.776508,-7.795746,-9.912304,-7.101994,0.83643985,3.0961163,-161.76509,9.921755,-3.0288982,-2.3810997,-2.4832535,-7.880719e+36,5,1,0,0,1,1,8,11,0,0,0,0,1,12
61,-12.567965,-5.075313,-28.752005,-11.314885,-5.5361795,4.1052394,-7.4407964,-12.061432,7.4725795,-5.0804152,-6.9978824,-0.09886358,2.467631,-5.8909073,-9.357362,-5.8909073,10.335547,-4.870752,-5.409901,-6.379882,-4.7523513,-8.830494,-8.9868,8.668395,6.657236,-144.85115,11.953129,-8.015821,-7.024001,-5.812077,-7.880719e+36,0,2,2,0,0,0,4,0,1,0,0,0,0,1
62,-1.2941083,7.975078,-25.322248,-10.349375,3.5830603,5.6041846,-7.537871,-11.441511,-1.6059986,-10.598011,-6.908917,3.553975,-1.5669401,-1.1143695,-8.232434,-1.1143695,7.362888,-5.6449947,-2.3138797,-7.087377,-6.0312476,-6.6082015,-0.009680418,-0.2022734,9.191639,-144.59886,14.219686,-1.6057149,-10.670124,-8.302839,-7.880719e+36,1,0,2,0,0,1,4,1,0,0,0,0,0,1
63,-13.242769,-8.274644,-29.574753,-8.715167,-9.816888,4.877252,-7.1907926,-11.065162,6.5568676,-9.529116,-5.995244,4.7208157,-0.84557277,-4.858161,-9.352692,-4.858161,9.527976,-6.295751,-5.273536,-7.1343727,-4.8175006,-8.847467,-9.122403,4.8560476,7.5392942,-145.27411,-0.18197754,-8.382181,-8.992649,-6.503289,-7.880719e+36,1,2,3,4,1,1,12,1,0,0,0,0,1,2
64,-8.732801,4.4167037,-25.321062,-9.986839,2.3695652,8.46518,-8.830203,-10.842026,-3.1406827,7.1640577,11.617346,-0.36301383,-1.3260351,7.818175,-6.2479243,7.818175,2.7137961,-10.403051,-6.0837307,7.9409146,0.73562306,-10.202252,0.7805141,-5.162015,12.186014,-141.05608,-8.502964,1.0349963,6.931687,8.703337,-9.245717e+21,5,2,0,0,4,1,12,8,1,0,0,0,6,15
65,5.716538,-9.123102,-20.671284,1.1462287,-9.159843,-4.313611,1.7672111,-9.704412,5.0743666,5.519737,9.838409,9.082048,-12.205185,6.646443,-3.7326732,6.646443,6.31682,3.4100277,-0.17385373,8.011091,6.2637205,-0.35626665,3.6952446,-6.2463975,5.688705,-147.11607,-6.4060388,7.6019917,10.18584,7.2536263,-7.880719e+36,1,4,0,0,1,1,7,2,10,0,0,0,0,12
66,4.9689302,-9.123105,-31.290377,0.24041854,-10.301056,-4.908582,1.5560949,3.068192,-0.09812287,5.128889,9.314005,9.759268,-13.129666,6.5203786,-0.9803345,6.5203786,6.2439175,2.958352,-0.29438564,6.6988444,4.45456,-1.8449882,3.5947728,2.3396266,-2.5382996,-148.32317,-6.0155835,6.175126,9.299618,6.9799848,-7.880719e+36,1,5,0,0,1,0,7,2,21,0,0,0,0,23
67,-12.405953,-9.093158,-29.575308,-12.3195095,-9.160078,2.5401268,-6.158779,-3.876804,-12.898503,-4.7054877,-4.954289,1.3704747,4.8700585,-2.7868145,-7.8567405,-2.7868145,11.141439,-9.075235,-6.4517593,-9.286981,-7.3405695,-8.30816,-9.61692,11.960273,4.865583,-156.30531,-0.3433839,-7.22577,-5.035608,-5.107472,-7.880719e+36,0,1,2,0,1,1,5,0,0,0,0,0,0,0
68,5.0014577,15.413109,-23.656986,1.8624843,10.2089405,-4.3150907,1.3777355,1.5668694,0.9723871,0.84321123,4.696608,-1.9022071,4.423662,4.469082,0.37589788,4.469082,5.829621,2.4764986,-0.4325787,2.2580748,3.5258634,-1.987069,3.945236,9.568242,1.2740635,-148.05836,-2.053605,4.389998,3.2992842,3.539362,-7.880719e+36,24,74,0,0,23,12,133,119,48,0,0,0,13,180
69,8.57236,13.680384,-20.200481,11.979643,10.3576355,-6.6870317,4.071202,4.831683,-8.399253,6.7515936,10.521335,-5.6792383,-9.301834,8.510988,-0.561434,8.510988,-4.1717563,3.4876237,5.1988015,6.9781466,6.3044796,7.9625354,6.3709354,2.7535012,-5.571545,-147.04228,-7.3998704,7.9712057,8.503959,9.209501,-7.880719e+36,0,1,1,0,0,1,3,0,0,0,0,0,1,1
70,-9.043363,-11.831646,-28.785902,-8.072565,4.559948,8.145076,-8.779216,-11.0134945,9.734639,-0.77027154,2.9081702,-0.2418874,-1.31283,3.819386,-6.222171,3.819386,-3.6788955,-3.1940794,-2.4355595,0.7187734,0.9402628,-10.454953,-5.749568,-2.2460597,12.481817,-141.21973,8.266713,-8.616145,1.9107451,0.9352098,-4.2239106e+21,2,1,0,0,0,1,4,1,1,0,0,0,0,2
71,-3.4046555,-1.3627303,-23.531912,-1.9252595,-0.603332,-1.6616193,0.1806603,-2.4733937,1.4773108,-0.12399267,3.872118,6.906443,5.5188212,2.089473,0.7410133,2.089473,5.7977114,-3.1670523,-1.1015053,1.4856833,-0.20119762,-4.609761,2.6128297,6.5342016,1.5796518,-140.69943,-4.250369,1.9759071,2.1345496,2.7962787,-7.880719e+36,36,27,0,0,30,7,100,59,47,0,0,0,3,109
72,-7.3376617,9.3283,106.72291,3.0236428,4.0462704,1.9891484,-4.677631,1.2989402,2.6802118,-5.7546654,1.8981996,6.434029,-6.815378,-4.255313,-11.16535,-4.255313,-12.260203,-1.148506,1.7850628,-11.105308,-8.865799,5.537276,-3.546562,10.405447,3.1065211,-150.41937,4.8792963,-3.729412,-3.3032615,-3.2222114,-7.880719e+36,2,1,0,0,1,2,6,0,2,0,0,0,2,4
73,-6.8335834,5.7683277,105.84859,0.38007423,1.0808277,2.214358,-5.121391,-1.2261572,3.178087,-5.8659935,1.3639272,2.2952042,-7.563403,-4.477282,-11.058842,-4.477282,-11.819997,-0.64540404,-12.433176,-10.593034,-9.004595,4.182635,-4.164337,10.534254,3.8644753,-151.35794,17.310467,-4.2534637,-3.68185,-3.5769794,-7.880719e+36,0,3,0,0,0,0,3,0,3,0,0,0,0,3
74,1.6343033,0.62107337,-23.448723,-0.9109405,1.5973481,-2.601348,0.13134514,2.5454087,0.4527014,0.2782868,4.222696,6.5676985,6.9348736,2.4594004,0.64282405,2.4594004,5.087711,-3.4119432,-1.1487288,1.6976559,-0.10793827,-4.0547,2.8050983,6.8878026,1.8101451,-141.68964,-4.586932,2.6681597,2.3533583,3.076953,-7.880719e+36,31,26,0,0,11,2,70,48,19,0,0,0,1,68
75,-7.818082,5.1514997,-23.009323,-9.268076,2.425754,-0.23905373,-8.0331955,-10.565089,-1.6663675,1.3697716,7.502145,4.6007237,2.5945182,1.5095099,-6.076204,1.5095099,10.130579,-3.1524837,-2.3919485,2.315267,3.8917716,-11.665903,-7.682931,-1.7517338,5.2059164,-142.07379,-1.9178364,-10.158108,3.6807094,3.1768672,-7.880719e+36,20,16,0,0,22,2,60,51,46,0,0,0,2,99
76,-2.864398,5.204138,-22.552807,-4.888132,0.8791369,7.133105,-10.620958,-6.821469,-10.193877,-1.1058453,2.2659698,9.8353615,-1.0276276,3.654192,-15.289269,3.654192,7.496422,7.734788,-5.424913,0.72195584,-1.9926087,-12.400081,2.8875687,6.9208302,10.888973,-144.40192,-3.7281706,1.833863,-1.1174767,0.1871812,-4.2160805e+21,16,6,1,0,4,4,31,10,6,0,0,0,3,19
77,-11.575946,-9.12316,-28.75285,-12.012142,-9.159827,7.7264986,-7.4089303,-12.271941,6.816036,-4.562598,-5.3381605,0.37527588,1.1939538,-5.4804516,-9.126957,-5.4804516,11.2752695,-8.466681,-6.449421,-8.188378,-5.0299315,-8.107267,-9.018847,12.801592,5.3382063,-148.38159,8.966941,-7.2386694,-5.5261807,-5.1975007,-7.880719e+36,2,0,19,8,1,1,31,2,0,0,0,0,0,2
78,-2.579228,-9.12316,-29.575039,-7.140824,-9.159799,-1.1894853,-10.078113,-0.47767043,2.3849752,-8.433129,-7.833459,2.7863395,5.213842,-1.8251119,-14.253646,-1.8251119,3.6882048,-6.9238005,-6.9452734,-7.0305686,-5.3871255,-8.665069,1.1951798,2.748728,-0.21220332,-141.31519,0.93036,-11.681288,-9.062637,-7.2469773,-7.880719e+36,1,0,4,2,2,1,10,1,0,0,0,0,0,1
79,-12.829547,-8.628151,-28.276398,-12.422995,-10.300903,7.7378325,-6.6357613,-12.379244,6.8142934,-7.128956,-3.1867712,0.6749257,1.1319999,-5.331254,-16.189077,-5.331254,12.253629,-9.20613,-4.1527715,-9.340665,-6.4303646,-7.7853208,-9.632254,12.543284,5.104187,-156.00018,11.9154215,-7.217972,-5.274991,-4.7476215,-7.880719e+36,1,0,6,0,0,0,7,1,0,0,0,0,0,1
80,5.469001,-8.627569,-20.13108,1.7993354,-9.808368,-4.9986053,1.6025499,7.2989926,-0.31314427,5.57848,9.784864,-3.461225,7.588116,6.0321164,0.1307168,6.0321164,5.5458884,3.5097613,-0.32427755,8.099951,6.919036,0.27773783,4.4092526,-6.570582,-2.6485782,-140.80225,-7.491894,7.2476215,10.051443,7.3434963,-7.880719e+36,4,11,11,0,0,1,27,8,14,0,0,0,0,22
81,-10.140574,6.5897465,-28.753653,-10.383127,2.989062,3.3323157,-8.234445,-9.445925,-12.979303,-3.2401056,-4.981218,-0.33640185,-3.402209,-0.42199045,-9.552641,-0.42199045,10.766233,-8.023209,-5.5739694,-0.8825176,-3.683838,-10.530836,1.0120555,12.628528,5.4723825,-144.62257,8.302254,-7.2074404,-0.9845032,-5.354185,-7.880719e+36,3,0,10,0,1,0,14,2,0,0,0,0,0,2
82,-7.8199215,-5.9008336,-28.276667,-10.877634,-5.6394563,4.6350336,-6.227989,-10.529278,6.4047713,-4.6303535,-5.6088943,1.0800731,1.2473164,-2.1372347,-12.352731,-2.1372347,10.880252,-8.629718,-6.2961307,13.979808,-7.375837,-9.009179,-8.522966,8.405947,5.704791,-144.64282,-3.5449998,-8.441211,-5.54135,-5.5115414,-7.880719e+36,0,4,0,0,0,1,5,0,0,0,0,0,0,0
83,-0.82413334,-3.3033433,105.786934,0.6882585,-3.801208,5.750019,-8.921015,-11.033625,-2.1198094,-11.481971,-5.09154,7.1450562,2.7827153,-2.4804761,-7.6302295,-2.4804761,-11.07673,-6.721324,-9.8887005,-6.6733274,-11.677537,3.1437542,-3.5050733,-0.67100346,9.776345,-136.70776,15.637483,-11.77044,-11.531205,-8.470586,-7.880719e+36,1,0,25,2,0,0,28,1,0,0,0,0,0,1
84,-7.883269,5.1678653,-28.276733,-1.5454874,-2.9439945,3.7904646,-7.842371,-11.969663,7.5083985,-8.641762,-5.468712,-0.42622566,-12.172898,-0.5466727,-8.216192,-0.5466727,-9.335084,-5.2700944,-9.636107,-2.5921254,-3.842576,1.5578052,-5.5982933,12.940992,6.0873594,-150.86765,-0.68602556,-8.809209,-5.41903,-5.677768,-7.880719e+36,5,17,370,30,11,3,436,6,3,0,1,5,0,15
85,-0.8213669,-1.2503582,-22.802784,-5.3529916,-0.58375037,-0.66139334,-1.6900892,-7.0764313,-1.7305121,1.1488701,5.4051027,7.5555406,2.4123893,4.641633,-5.235639,4.641633,6.9950585,9.347324,-1.1155593,0.7801818,-0.18377687,-4.657954,-1.3578497,-2.3664896,3.9816463,-141.5907,-4.1091146,0.14658889,4.813623,4.052575,1.4185293e+38,28,21,1,0,9,4,63,60,33,0,0,0,6,99
86,-12.570928,8.721913,106.180664,1.3214327,3.8591368,2.75868,-4.8816423,-0.13478073,3.108932,-5.68998,2.0309563,3.978408,-6.5919814,-3.865604,-11.053387,-3.865604,-12.225069,-0.64276075,1.7861055,-10.93689,-8.862945,5.217558,-3.6777353,10.635174,3.5881474,-149.92366,13.181464,-3.6931376,-3.1517344,-3.177454,-7.880719e+36,3,24,2,0,9,6,44,6,4,0,0,0,5,15
87,-13.468022,-8.627406,-28.771412,-7.158888,-9.159122,6.462278,-12.303878,0.6068269,3.1483002,-11.011978,-8.142758,2.2982535,7.067112,-5.116084,-14.315068,-5.116084,8.688336,-7.410739,-3.460272,-6.977821,-4.37343,-8.809103,-0.28524527,4.1874523,8.012267,-163.7168,0.42595613,-7.642481,-10.326196,-7.5967774,-7.880719e+36,0,2,0,1,1,0,4,0,0,0,0,0,0,0
88,-11.252331,9.178006,106.38592,-1.4764808,4.0037837,2.9235306,-5.139251,1.1656629,2.4969318,-5.771377,1.2364974,4.2366323,-6.34755,-4.059406,-11.217161,-4.059406,-10.55427,-2.311901,-11.868866,-11.01643,-7.91771,2.9348586,-4.6290507,0.8862133,3.854736,-149.82576,6.927544,-3.434729,-2.9020104,-3.2647166,-7.880719e+36,46,21,1,0,14,20,102,64,27,0,0,0,24,115
89,-1.6740801,-0.013268699,-21.656208,3.523803,-4.5705767,-3.0345366,-1.7543148,-2.882474,-1.9772209,-7.9875445,0.7501988,7.3808765,2.4609005,0.4167501,-4.4764214,0.4167501,-8.656143,9.572826,0.116658084,0.035383165,-6.6656003,3.9000475,-1.8540617,3.7280276,-0.6177606,-161.79016,-0.14811578,-0.221474,-7.6556835,-0.93032867,-5.7774906e+21,0,0,3,1,1,0,5,0,0,0,0,3,0,3
90,-1.0753689,9.566195,-28.779196,-10.289933,4.1141353,9.558003,-10.171344,-3.8411088,-2.5260525,-10.935941,-8.045639,3.7700872,4.9644837,-2.4875317,-14.331139,-2.4875317,4.4499016,-6.3238144,-4.8438587,-7.2015147,-5.946766,-10.037374,0.8649687,0.22719486,9.1078825,-145.27145,15.154938,-0.73659045,-10.627523,-8.135759,1.4185293e+38,2,1,26,1,0,0,30,0,0,0,0,0,0,0
91,-3.7638175,13.601675,-28.783272,-3.8733656,11.701588,-0.7077165,-11.149575,-5.971153,-10.755042,-1.0799348,0.023469673,8.836341,2.8101377,3.5761354,-15.4105835,3.5761354,-4.0925117,8.177976,-1.9279724,-1.5729471,-1.5647928,-12.194605,-1.8590207,-2.7339933,12.530489,-142.67278,6.927643,2.4899669,2.0645657,0.9778285,-4.1072578e+21,4,2,0,0,0,1,7,6,0,0,0,0,1,7
92,-3.1807277,-1.4141684,-28.78568,-4.062095,-0.6124447,3.426206,-4.614433,0.44772333,2.028639,-6.871207,-2.2608724,6.351544,-6.929578,-3.591883,-11.700015,-3.591883,8.513635,-1.2968113,-6.0070224,-11.56823,-9.981713,-9.35694,-1.507974,8.690278,1.9175979,-161.96283,6.9280252,-2.943773,-7.615016,-2.8010118,-7.880719e+36,3,7,1,0,0,2,13,4,4,0,0,0,1,9
93,-9.3664465,-8.267294,-25.066969,-3.8741848,-10.300491,-0.10964985,-8.342087,-10.80318,6.778768,2.1077464,8.633432,0.2698595,-12.200165,5.6957073,-5.98738,5.6957073,9.098247,-4.3840375,-4.166375,7.4106092,5.80673,-10.483177,-0.017827835,-4.014934,6.1012287,-140.99324,-7.246745,-9.701603,7.0456066,-10.760965,-7.880719e+36,12,5,0,0,2,0,19,17,9,0,0,0,0,26
94,-7.7832603,0.6114521,-29.578106,-1.9043248,-4.336605,4.2653933,-7.8748536,-11.731015,7.4645123,-8.766986,-6.6953335,-0.38719222,2.5316653,-6.0139065,-8.693179,-6.0139065,-9.024699,-4.9708185,-9.783368,-6.6138935,-4.407011,1.3239151,-7.7224145,8.478894,6.935628,-150.74763,-0.15819404,-7.73917,-7.2170863,-6.1985254,-7.880719e+36,2,1,44,8,0,1,56,0,2,0,0,0,1,3
95,-4.5773797,6.273544,105.363655,-0.14708832,2.788597,3.8363872,-4.1643744,-4.206596,4.7802033,-3.8140633,-2.4105606,4.9063983,3.3832405,-1.5489863,-12.841527,-1.5489863,-9.700913,-3.054171,-11.477689,-10.292767,-9.081863,1.8734131,-2.4958212,7.6548615,2.139089,-149.19603,4.8761973,-2.7184565,-3.9251637,-2.5813727,-7.880719e+36,2,9,4,0,1,6,22,1,1,0,0,0,3,5
96,-12.669262,12.787911,-29.585016,-1.7985541,6.5084057,3.8829153,-5.3345857,-0.20561107,2.6072664,-3.7811868,-0.3283446,2.586023,3.6930287,-3.7696548,-10.645233,-3.7696548,-10.616481,-2.7298448,-12.280854,-3.4829042,-7.392261,2.4895866,-4.640215,-1.5422331,4.0451355,-150.57315,18.133,-4.9841514,-1.3100638,-3.4967084,-7.880719e+36,2,16,0,0,2,1,21,6,0,0,0,0,1,7
97,4.320646,7.9205356,-22.628998,0.31514508,-12.714229,-3.353022,0.30533707,2.479962,0.44522622,0.24350978,4.2887473,7.289822,6.7926574,1.871671,0.08845821,1.871671,4.859483,0.63971967,-1.0447621,1.7128714,-0.16278768,-3.999345,3.4459946,9.81281,1.2270275,-148.08423,8.207543,4.1652226,2.8703666,2.9172494,-7.880719e+36,2,4,0,0,1,1,8,4,3,0,0,0,1,8
98,-12.034373,5.4437356,105.96572,-8.266351,-2.8881252,4.2832456,-6.0932055,-8.71273,4.420559,-9.421785,-3.2787557,1.4759775,0.45258874,-3.8601768,-13.023836,-3.8601768,10.468899,-0.6922503,-4.4541473,-9.653425,-8.744461,-7.804118,-8.743306,8.855893,2.2848966,-162.64136,21.541801,-4.542418,-6.4094553,-5.71075,-7.880719e+36,0,0,5,0,0,0,5,0,0,0,0,0,0,0
99,0.79119635,2.399682,105.78239,3.4976695,-3.6907432,-3.1822944,-1.7982023,-8.985419,-2.447259,4.2108493,6.086069,8.269048,2.4582393,0.58926433,-4.987066,0.58926433,6.7066503,9.745746,-1.2734274,5.64883,1.2707642,-5.8401756,-0.98977584,3.5313861,-3.9982586,-153.17105,-6.8678384,-10.86048,-0.0030646697,1.7150614,-7.880719e+36,1,1,1,1,0,0,4,2,0,0,0,0,0,2
100,6.153576,4.838403,-21.703794,5.1454806,2.0295315,-6.974371,0.25947198,4.221897,-0.20574155,4.9266195,5.844862,6.238984,-10.110688,6.7773557,2.5181482,6.7773557,-8.183052,1.3138635,-9.4023905,5.775204,3.206084,6.0922966,-2.6985502,2.6640363,-3.0122046,-162.59944,-4.9565997,4.8030825,5.4199624,6.7467356,-7.880719e+36,5,5,0,0,2,4,16,13,5,0,0,0,4,22
101,-4.3554,2.1690905,-23.129698,-1.7798761,0.13012932,1.0823253,-3.8030055,-12.427732,5.6519575,-0.40710413,3.4049098,8.10392,-1.4975034,2.3668664,-11.814787,2.3668664,6.2596188,-2.6116605,-1.2960752,1.3907275,-4.8748956,-3.567336,3.3974998,6.8693686,1.6426543,-164.85556,-3.633843,-1.7692701,1.4166598,2.6570685,-7.880719e+36,11,10,0,0,6,0,27,12,7,0,0,0,0,19
102,-13.403869,9.761319,105.75317,2.7410305,4.1695848,2.4980416,-5.3405147,-8.766403,5.3435087,-6.052271,1.5752068,5.538853,-8.397684,-4.058164,-8.269343,-4.058164,-11.429223,-0.5155919,-11.144518,-10.875252,-8.497429,6.9502287,-4.3203254,10.3461075,3.25868,-153.0767,20.786076,-3.534426,-3.5896702,-3.3806808,-7.880719e+36,6,25,11,1,8,17,68,5,8,0,0,1,8,22
103,11.160007,-8.638084,-16.078218,12.698657,-9.160015,-10.756324,-14.665799,11.15516,-4.3862233,11.128329,15.366114,-7.3276744,-9.12867,-8.840794,6.0464177,-8.840794,-1.9089123,5.70607,4.447099,12.078197,9.21077,12.952311,-6.07185,-9.205274,-8.72874,-164.85939,-11.066828,10.555898,13.581007,12.759944,-7.880719e+36,4,117,5,0,2,4,132,1,39,0,0,0,0,40
